"V1","V2","V3","V4","V5","V6"
0.34065444461234,0.65934555538766,0.440630068423787,0.39907111771044,0.0417818133761007,0.0325156130051755
0.675490671300778,0.324509328699222,0.390447485408496,0.432025161713162,0.0320498882763202,0.0412704365661011
0.690766662488115,0.309233337511885,0.383366819046632,0.424559489999636,0.0312309136919205,0.0404625297542436
0.697897792498652,0.302102207501348,0.380536529333498,0.421119444695316,0.0304030879658531,0.0395844060855314
0.689351844183792,0.310648155816208,0.380884649368228,0.420430164750953,0.0293053857938985,0.0385443505728975
0.673115663121528,0.326884336878472,0.380318628686296,0.418578708606205,0.0282804146873023,0.0375418883160115
0.676311471526457,0.323688528473543,0.386338655271567,0.424425718519244,0.0275729290460385,0.0370884032015952
0.661897030927493,0.338102969072507,0.389941849900886,0.427680969700645,0.0270159213301565,0.0367925967552241
0.645973797443189,0.354026202556811,0.390725690365863,0.427720824517669,0.0260848346506888,0.035782245836132
0.617118406846169,0.382881593153831,0.412701381454889,0.449701111881677,0.0256091678544913,0.0353893542771188
0.629405933182675,0.370594066817325,0.434871923062589,0.472277140791932,0.0259177969746051,0.0357397974703983
0.629091502800147,0.370908497199853,0.430023090207848,0.467127727635189,0.0255276067392853,0.0353190122096631
0.619028757594288,0.380971242405712,0.43348090501206,0.470592257729944,0.0252508584820943,0.0350191488489741
0.389790325024684,0.610209674975316,0.493567695336206,0.455739650218342,0.0354332710844659,0.0258463941367024
0.998696363576963,0.00130363642303715,0.478738828469045,0.507987335955554,0.0357528724025709,4.16901860807031e-05
0.578658417722686,0.421341582277314,0.319462522664749,0.363995799341139,0.0313369394345941,0.0443714861827677
0.632124261912225,0.367875738087775,0.3197240414394,0.363306441712497,0.0317485017599085,0.0439782996325068
0.526078501152305,0.473921498847695,0.311679882005036,0.352950841447001,0.0286439091460912,0.0417949152772294
0.490175530868941,0.509824469131059,0.316820665610834,0.358971390498026,0.0266390057271656,0.0404385745219597
0.446427543457994,0.553572456542006,0.379800705569886,0.333443412150179,0.0387018085999592,0.0259560942331341
0.590064097568088,0.409935902431912,0.333323367684947,0.38138057843353,0.0258707770056037,0.037596967657426
0.408823660622012,0.591176339377988,0.389373136170088,0.342775647098675,0.0366670180663388,0.0251726355040104
0.626296617325093,0.373703382674907,0.36690670822096,0.415165163887178,0.0254780542399935,0.0357463374533291
0.625959268848225,0.374040731151775,0.364117429804459,0.411358824809048,0.0249480045195177,0.0350988299151668
0.59571609123363,0.40428390876637,0.387977908994082,0.432271679938816,0.0246702773781138,0.0355118366301794
0.371366085349625,0.628633914650375,0.454707463415169,0.410250756013535,0.0349029881847387,0.0244809811829145
0.354491010027436,0.645508989972564,0.4653710819045,0.421065477603825,0.0347770855045695,0.024516463044206
0.663303726465408,0.336696273534592,0.429630386689695,0.473729397043628,0.0247515252357665,0.0346697788422767
0.679735284726794,0.320264715273206,0.438114038602427,0.482584936017249,0.0252683921195759,0.0347790561007222
