state,year,age,numpop
23,2000,0,171128
23,2000,1,171807
23,2000,2,173195
23,2000,3,174926
23,2000,4,176793
23,2001,0,166021
23,2001,1,166902
23,2001,2,168796
23,2001,3,171269
23,2001,4,173825
23,2002,0,159849
23,2002,1,160875
23,2002,2,163152
23,2002,3,166201
23,2002,4,169540
23,2003,0,153170
23,2003,1,154216
23,2003,2,156681
23,2003,3,160272
23,2003,4,164240
23,2004,0,146871
23,2004,1,147658
23,2004,2,150306
23,2004,3,154286
23,2004,4,158793
23,2005,0,142385
23,2005,1,142911
23,2005,2,145531
23,2005,3,149700
23,2005,4,154634
23,2006,0,139802
23,2006,1,140088
23,2006,2,142508
23,2006,3,146635
23,2006,4,151739
23,2007,0,137883
23,2007,1,138056
23,2007,2,140022
23,2007,3,143858
23,2007,4,148826
23,2008,0,136882
23,2008,1,136646
23,2008,2,138374
23,2008,3,141779
23,2008,4,146311
23,2009,0,136451
23,2009,1,135962
23,2009,2,137255
23,2009,3,140034
23,2009,4,143867
23,2000,5,172891
23,2000,6,173531
23,2000,7,173747
23,2000,8,173408
23,2000,9,172735
23,2001,5,172743
23,2001,6,173904
23,2001,7,174489
23,2001,8,174365
23,2001,9,173819
23,2002,5,172471
23,2002,6,174431
23,2002,7,175479
23,2002,8,175741
23,2002,9,175470
23,2003,5,171569
23,2003,6,174411
23,2003,7,176137
23,2003,8,177043
23,2003,9,177203
23,2004,5,169215
23,2004,6,173046
23,2004,7,175710
23,2004,8,177275
23,2004,9,177972
23,2005,5,165419
23,2005,6,169957
23,2005,7,173444
23,2005,8,175766
23,2005,9,177105
23,2006,5,160096
23,2006,6,165161
23,2006,7,169285
23,2006,8,172321
23,2006,9,174365
23,2007,5,154123
23,2007,6,159263
23,2007,7,163742
23,2007,8,167354
23,2007,9,170099
23,2008,5,147908
23,2008,6,152798
23,2008,7,157330
23,2008,8,161327
23,2008,9,164702
23,2009,5,142260
23,2009,6,146613
23,2009,7,150917
23,2009,8,155107
23,2009,9,158983
23,2000,10,177305
23,2000,11,176685
23,2000,12,176267
23,2000,13,175948
23,2000,14,175482
23,2001,10,175713
23,2001,11,175270
23,2001,12,175117
23,2001,13,175172
23,2001,14,175177
23,2002,10,174157
23,2002,11,173882
23,2002,12,173888
23,2002,13,174159
23,2002,14,174471
23,2003,10,172851
23,2003,11,172777
23,2003,12,172823
23,2003,13,173161
23,2003,14,173597
23,2004,10,172132
23,2004,11,172201
23,2004,12,172351
23,2004,13,172681
23,2004,14,173099
23,2005,10,172064
23,2005,11,172404
23,2005,12,172668
23,2005,13,172976
23,2005,14,173300
23,2006,10,172175
23,2006,11,172945
23,2006,12,173442
23,2006,13,173800
23,2006,14,174043
23,2007,10,172187
23,2007,11,173572
23,2007,12,174484
23,2007,13,175072
23,2007,14,175344
23,2008,10,171491
23,2008,11,173667
23,2008,12,175245
23,2008,13,176261
23,2008,14,176749
23,2009,10,169304
23,2009,11,172357
23,2009,12,174763
23,2009,13,176451
23,2009,14,177395
23,2000,15,171164
23,2000,16,169597
23,2000,17,166959
23,2000,18,163117
23,2000,19,158111
23,2001,15,174307
23,2001,16,173143
23,2001,17,170849
23,2001,18,167224
23,2001,19,162275
23,2002,15,176538
23,2002,16,175784
23,2002,17,173924
23,2002,18,170730
23,2002,19,166169
23,2003,15,177806
23,2003,16,177386
23,2003,17,175986
23,2003,18,173372
23,2003,19,169468
23,2004,15,177985
23,2004,16,177772
23,2004,17,176773
23,2004,18,174772
23,2004,19,171676
23,2005,15,177023
23,2005,16,176882
23,2005,17,176165
23,2005,18,174665
23,2005,19,172406
23,2006,15,175592
23,2006,16,175415
23,2006,17,174860
23,2006,18,173803
23,2006,19,172127
23,2007,15,174278
23,2007,16,174016
23,2007,17,173491
23,2007,18,172647
23,2007,19,171368
23,2008,15,173205
23,2008,16,172886
23,2008,17,172316
23,2008,18,171520
23,2008,19,170417
23,2009,15,172622
23,2009,16,172350
23,2009,17,171742
23,2009,18,170941
23,2009,19,169818
23,2000,20,151564
23,2000,21,145012
23,2000,22,138273
23,2000,23,131787
23,2000,24,125942
23,2001,20,155955
23,2001,21,149143
23,2001,22,142044
23,2001,23,135156
23,2001,24,128928
23,2002,20,159523
23,2002,21,152908
23,2002,22,145864
23,2002,23,138898
23,2002,24,132489
23,2003,20,162399
23,2003,21,156377
23,2003,22,149765
23,2003,23,143024
23,2003,24,136632
23,2004,20,164910
23,2004,21,159736
23,2004,22,153819
23,2004,23,147529
23,2004,24,141332
23,2005,20,167341
23,2005,21,163103
23,2005,22,158020
23,2005,23,152358
23,2005,24,146478
23,2006,20,169447
23,2006,21,166094
23,2006,22,161867
23,2006,23,156912
23,2006,24,151492
23,2007,20,170984
23,2007,21,168366
23,2007,22,164926
23,2007,23,160697
23,2007,24,155847
23,2008,20,171869
23,2008,21,169785
23,2008,22,166998
23,2008,23,163458
23,2008,24,159256
23,2009,20,171871
23,2009,21,170123
23,2009,22,167826
23,2009,23,164882
23,2009,24,161334
23,2000,25,120641
23,2000,26,116757
23,2000,27,113865
23,2000,28,111807
23,2000,29,110371
23,2001,25,123647
23,2001,26,119546
23,2001,27,116522
23,2001,28,114375
23,2001,29,112925
23,2002,25,127591
23,2002,26,123198
23,2002,27,119905
23,2002,28,117328
23,2002,29,115573
23,2003,25,132229
23,2003,26,127519
23,2003,27,123588
23,2003,28,120573
23,2003,29,118339
23,2004,25,136966
23,2004,26,131839
23,2004,27,127486
23,2004,28,123944
23,2004,29,121138
23,2005,25,141333
23,2005,26,136016
23,2005,27,131319
23,2005,28,127310
23,2005,29,123953
23,2006,25,145254
23,2006,26,139985
23,2006,27,135146
23,2006,28,130831
23,2006,29,127050
23,2007,25,148654
23,2007,26,143697
23,2007,27,138950
23,2007,28,134549
23,2007,29,130542
23,2008,25,151732
23,2008,26,147203
23,2008,27,142734
23,2008,28,138458
23,2008,29,134438
23,2009,25,154724
23,2009,26,150666
23,2009,27,146593
23,2009,28,142605
23,2009,29,138747
23,2000,30,110719
23,2000,31,109743
23,2000,32,108649
23,2000,33,107275
23,2000,34,105513
23,2001,30,112167
23,2001,31,111286
23,2001,32,110304
23,2001,33,109074
23,2001,34,107481
23,2002,30,113632
23,2002,31,112597
23,2002,32,111510
23,2002,33,110328
23,2002,34,108861
23,2003,30,115341
23,2003,31,113958
23,2003,32,112654
23,2003,33,111316
23,2003,34,109854
23,2004,30,117634
23,2004,31,115760
23,2004,32,114074
23,2004,33,112488
23,2004,34,110971
23,2005,30,120672
23,2005,31,118242
23,2005,32,116082
23,2005,33,114144
23,2005,34,112441
23,2006,30,124313
23,2006,31,121356
23,2006,32,118702
23,2006,33,116333
23,2006,34,114267
23,2007,30,128449
23,2007,31,125073
23,2007,32,121967
23,2007,33,119183
23,2007,34,116648
23,2008,30,132819
23,2008,31,129197
23,2008,32,125709
23,2008,33,122455
23,2008,34,119528
23,2009,30,136986
23,2009,31,133267
23,2009,32,129589
23,2009,33,126016
23,2009,34,122695
23,2000,35,103061
23,2000,36,100511
23,2000,37,97531
23,2000,38,94161
23,2000,39,90462
23,2001,35,105770
23,2001,36,103378
23,2001,37,100572
23,2001,38,97356
23,2001,39,93769
23,2002,35,107687
23,2002,36,105607
23,2002,37,103174
23,2002,38,100341
23,2002,39,97145
23,2003,35,109025
23,2003,36,107313
23,2003,37,105377
23,2003,38,103127
23,2003,39,100466
23,2004,35,110164
23,2004,36,108755
23,2004,37,107303
23,2004,38,105652
23,2004,39,103609
23,2005,35,111399
23,2005,36,110156
23,2005,37,109066
23,2005,38,107916
23,2005,39,106443
23,2006,35,112755
23,2006,36,111509
23,2006,37,110587
23,2006,38,109750
23,2006,39,108696
23,2007,35,114178
23,2007,36,112745
23,2007,37,111770
23,2007,38,111000
23,2007,39,110146
23,2008,35,115917
23,2008,36,114133
23,2008,37,112916
23,2008,38,111945
23,2008,39,111060
23,2009,35,118303
23,2009,36,116040
23,2009,37,114345
23,2009,38,113053
23,2009,39,111950
23,2000,40,84829
23,2000,41,80864
23,2000,42,76952
23,2000,43,73258
23,2000,44,69918
23,2001,40,89218
23,2001,41,85136
23,2001,42,81031
23,2001,43,77093
23,2001,44,73462
23,2002,40,93742
23,2002,41,89764
23,2002,42,85625
23,2002,43,81570
23,2002,44,77660
23,2003,40,98183
23,2003,41,94494
23,2003,42,90434
23,2003,43,86218
23,2003,44,82060
23,2004,40,101954
23,2004,41,98690
23,2004,42,94845
23,2004,43,90614
23,2004,44,86352
23,2005,40,104762
23,2005,41,101999
23,2005,42,98514
23,2005,43,94452
23,2005,44,90233
23,2006,40,106889
23,2006,41,104622
23,2006,42,101592
23,2006,43,97918
23,2006,44,93833
23,2007,40,108626
23,2007,41,106769
23,2007,42,104197
23,2007,43,100968
23,2007,44,97228
23,2008,40,110112
23,2008,41,108530
23,2008,42,106361
23,2008,43,103624
23,2008,44,100380
23,2009,40,111530
23,2009,41,110075
23,2009,42,108197
23,2009,43,105971
23,2009,44,103297
23,2000,45,68768
23,2000,46,66295
23,2000,47,64227
23,2000,48,62517
23,2000,49,61049
23,2001,45,70888
23,2001,46,68264
23,2001,47,65949
23,2001,48,64107
23,2001,49,62575
23,2002,45,73465
23,2002,46,70428
23,2002,47,67856
23,2002,48,65736
23,2002,49,63976
23,2003,45,76501
23,2003,46,73111
23,2003,47,70100
23,2003,48,67559
23,2003,49,65424
23,2004,45,80163
23,2004,46,76364
23,2004,47,72937
23,2004,48,69885
23,2004,49,67270
23,2005,45,84436
23,2005,46,80297
23,2005,47,76415
23,2005,48,72876
23,2005,49,69743
23,2006,45,88990
23,2006,46,84665
23,2006,47,80457
23,2006,48,76489
23,2006,49,72857
23,2007,45,93612
23,2007,46,89326
23,2007,47,85000
23,2007,48,80752
23,2007,49,76702
23,2008,45,97867
