.chain,.iteration,.draw,iRow,val,year
1,1,1,1,0.0345337791,1901
1,1,1,2,0.0345337791,1902
1,1,1,3,0.0345337791,1903
1,1,1,4,0.0345337791,1904
1,1,1,5,0.0345337791,1905
1,1,1,6,0.0345337791,1906
1,1,1,7,0.0345337791,1907
1,1,1,8,0.0345337791,1908
1,1,1,9,0.0345337791,1909
1,1,1,10,0.0345337791,1910
1,1,1,11,0.075157,1911
1,1,1,12,0.075157,1912
1,1,1,13,0.075157,1913
1,1,1,14,0.075157,1914
1,1,1,15,0.075157,1915
1,1,1,16,0.075157,1916
1,1,1,17,0.075157,1917
1,1,1,18,0.075157,1918
1,1,1,19,0.075157,1919
1,1,1,20,0.075157,1920
1,1,1,21,0.01269381,1921
1,1,1,22,0.01269381,1922
1,1,1,23,0.01269381,1923
1,1,1,24,0.01269381,1924
1,1,1,25,0.01269381,1925
1,1,1,26,0.01269381,1926
1,1,1,27,0.01269381,1927
1,1,1,28,0.01269381,1928
1,1,1,29,0.01269381,1929
1,1,1,30,0.01269381,1930
1,1,1,31,0.04862735,1931
1,1,1,32,0.04862735,1932
1,1,1,33,0.04862735,1933
1,1,1,34,0.04862735,1934
1,1,1,35,0.04862735,1935
1,1,1,36,0.04862735,1936
1,1,1,37,0.04862735,1937
1,1,1,38,0.04862735,1938
1,1,1,39,0.04862735,1939
1,1,1,40,0.04862735,1940
1,1,1,41,0.04960944656,1941
1,1,1,42,0.04960944656,1942
1,1,1,43,0.04960944656,1943
1,1,1,44,0.04960944656,1944
1,1,1,45,0.04960944656,1945
1,1,1,46,0.04960944656,1946
1,1,1,47,0.04960944656,1947
1,1,1,48,0.04960944656,1948
1,1,1,49,0.04960944656,1949
1,1,1,50,0.04960944656,1950
1,1,1,51,0.046269436000000004,1951
1,1,1,52,0.046269436000000004,1952
1,1,1,53,0.046269436000000004,1953
1,1,1,54,0.046269436000000004,1954
1,1,1,55,0.046269436000000004,1955
1,1,1,56,0.046269436000000004,1956
1,1,1,57,0.046269436000000004,1957
1,1,1,58,0.046269436000000004,1958
1,1,1,59,0.046269436000000004,1959
1,1,1,60,0.046269436000000004,1960
1,1,1,61,0.01808563019,1961
1,1,1,62,0.01808563019,1962
1,1,1,63,0.01808563019,1963
1,1,1,64,0.01808563019,1964
1,1,1,65,0.01808563019,1965
1,1,1,66,0.01808563019,1966
1,1,1,67,0.01808563019,1967
1,1,1,68,0.01808563019,1968
1,1,1,69,0.01808563019,1969
1,1,1,70,0.01808563019,1970
1,1,1,71,0.02002557,1971
1,1,1,72,0.02002557,1972
1,1,1,73,0.02002557,1973
1,1,1,74,0.02002557,1974
1,1,1,75,0.02002557,1975
1,1,1,76,0.02002557,1976
1,1,1,77,0.02002557,1977
1,1,1,78,0.02002557,1978
1,1,1,79,0.02002557,1979
1,1,1,80,0.02002557,1980
1,1,1,81,0.02759550172,1981
1,1,1,82,0.02759550172,1982
1,1,1,83,0.02759550172,1983
1,1,1,84,0.02759550172,1984
1,1,1,85,0.029052520000000002,1985
1,1,1,86,0.029052520000000002,1986
1,1,1,87,0.029052520000000002,1987
1,1,1,88,0.029052520000000002,1988
1,1,1,89,0.029052520000000002,1989
1,1,1,90,0.007605469,1990
1,1,1,91,0.007605469,1991
1,1,1,92,0.007605469,1992
1,1,1,93,0.007605469,1993
1,1,1,94,0.007605469,1994
1,1,1,95,0.006774632,1995
1,1,1,96,0.01997724,1996
